NF1,58,"29421944,29483000,29486027,29490203,29496908,29508439,29508727,29509525,29527439,29528054,29528428,29533257,29541468,29546022,29548867,29550461,29552112,29553452,29554235,29554540,29556042,29556852,29557277,29557859,29559090,29559717,29560019,29562628,29562935,29576001,29579955,29585361,29586049,29587386,29588728,29592246,29652837,29654516,29657313,29661855,29663350,29663652,29664385,29664836,29665042,29665721,29667522,29670026,29676137,29677200,29679274,29683477,29683977,29684286,29685497,29685986,29687504,29701030,","29422387,29483144,29486111,29490394,29497015,29508507,29508803,29509683,29527613,29528177,29528503,29533389,29541603,29546136,29548947,29550585,29552268,29553702,29554309,29554624,29556483,29556992,29557400,29557943,29559207,29559899,29560231,29562790,29563039,29576137,29580018,29585520,29586147,29587533,29588875,29592357,29653270,29654857,29657516,29662049,29663491,29663932,29664600,29664898,29665157,29665823,29667663,29670153,29676269,29677336,29679432,29683600,29684108,29684387,29685640,29686033,29687721,29704695,",
ARHGEF9,9,"62854847,62863859,62875373,62885765,62893917,62898219,62917004,62926137,63004995,","62858089,62863928,62875617,62885897,62894047,62898452,62917184,62926329,63005426,",
SP7,3,"53720359,53729409,53729929,","53723204,53729477,53730167,",
LFNG,8,"2559478,2564328,2564852,2565047,2565318,2565877,2566469,2566779,","2559927,2564377,2564952,2565201,2565404,2566043,2566555,2568063,",
SLCO1C1,13,"20848398,20858882,20864319,20868072,20870065,20874737,20876023,20885842,20890040,20893117,20896238,20903608,20905239,","20848741,20859015,20864444,20868219,20870164,20874983,20876188,20886038,20890206,20893302,20896303,20903829,20906320,",
C2orf71,2,"29284555,29293459,","29287933,29297127,",
LLGL2,26,"73521782,73539477,73552126,73554235,73554592,73555332,73559096,73559411,73559832,73560433,73564556,73564852,73565058,73565301,73566043,73566428,73567030,73567747,73567978,73569094,73569561,73570032,73570293,73570533,73570690,73570951,","73521906,73539582,73552224,73554317,73554708,73555491,73559259,73559544,73559887,73560588,73564774,73564920,73565212,73565406,73566336,73566579,73567181,73567864,73568145,73569359,73569712,73570061,73570341,73570576,73570749,73571290,",
NKAIN2,7,"124124990,124604150,124676412,124979331,125112484,125139532,125144365,","124125399,124604288,124676493,124979532,125112545,125139614,125146786,",
PSCA,3,"143761873,143762744,143763338,","143761981,143762852,143764145,",
EPM2A,4,"145946439,145956380,146007257,146056333,","145948829,145956622,146007432,146056991,",
CFHR2,5,"196912933,196918584,196919981,196927020,196928010,","196913068,196918779,196920158,196927203,196928356,",
EVI5,18,"92974252,93029198,93070863,93073137,93089732,93091350,93101758,93131495,93142714,93159358,93159855,93160866,93163416,93167697,93168951,93170111,93201954,93257900,","92979527,93029294,93070959,93073284,93089891,93091491,93101893,93131549,93142775,93159456,93159945,93161010,93163542,93167772,93169176,93170301,93202184,93257961,",
UFD1L,12,"19437463,19442271,19443202,19444109,19444375,19445593,19452724,19455395,19459209,19462590,19462992,19466605,","19438267,19442353,19443291,19444157,19444441,19445662,19452797,19455526,19459331,19462623,19463125,19466738,",
OLFM2,6,"9964393,9967482,9967938,9968390,9971320,10046979,","9965539,9967589,9968158,9968537,9971470,10047228,",
PI4KA,55,"21061978,21063583,21064195,21064986,21065628,21066773,21066980,21067568,21068745,21068915,21071995,21072980,21075585,21080775,21081517,21082061,21083600,21083919,21084179,21087258,21088023,21088330,21088682,21096515,21096895,21098915,21101870,21104192,21105580,21105961,21107190,21107397,21115591,21119104,21119387,21119872,21147480,21150433,21152871,21153380,21153958,21156260,21157478,21158587,21159261,21161649,21165254,21167645,21172770,21173928,21174826,21178613,21188849,21192902,21212857,","21062386,21063667,21064285,21065146,21065749,21066899,21067085,21067678,21068816,21068988,21072066,21073110,21075706,21080829,21081685,21082152,21083794,21083999,21084299,21087386,21088131,21088482,21088841,21096643,21097052,21099008,21101990,21104282,21105664,21106043,21107315,21107468,21115674,21119238,21119524,21119981,21147531,21150602,21152975,21153564,21154054,21156393,21157608,21158688,21159453,21161746,21165320,21167794,21172837,21174188,21174899,21178702,21188943,21193019,21213100,",
CASP8,10,"202098165,202098738,202131183,202134232,202136238,202137360,202139611,202141549,202149538,202151181,","202098345,202098835,202131514,202134328,202136344,202137499,202139676,202141691,202150040,202152434,",
CAMK2B,24,"44256748,44259658,44260214,44260424,44266114,44268394,44268986,44270604,44272420,44273988,44274237,44279187,44280305,44281298,44281816,44282158,44282848,44283023,44286718,44294140,44298470,44302603,44323729,44364955,","44259121,44259893,44260309,44260500,44266243,44268523,44269100,44270653,44272465,44274060,44274275,44279262,44280348,44281382,44281939,44282253,44282932,44283126,44286791,44294206,44298525,44302663,44323824,44365230,",
CA12,11,"63615729,63619347,63620296,63631017,63632486,63632918,63634200,63637675,63638728,63667856,63673834,","63618556,63619432,63620329,63631144,63632644,63632982,63634296,63637818,63638908,63667877,63674309,",
NDUFAF7,8,"37458773,37459248,37464899,37468720,37471005,37473194,37474598,37475277,","37458903,37459409,37465010,37468780,37471116,37473338,37474772,37476303,",
L1CAM,28,"153126968,153128822,153128931,153129337,153129776,153130039,153130275,153130542,153130753,153131158,153132103,153132508,153132810,153133254,153133452,153133756,153134015,153134295,153134974,153135257,153135510,153135842,153136244,153136511,153137606,153138046,153138682,153141215,","153128349,153128834,153129004,153129472,153129932,153130159,153130449,153130665,153130955,153131274,153132326,153132579,153133008,153133365,153133577,153133913,153134182,153134407,153135118,153135389,153135695,153135954,153136415,153136634,153137809,153138152,153138697,153141500,",
KRT5,9,"52908358,52909581,52910420,52910890,52911373,52911680,52911886,52912729,52913525,","52909024,52909616,52910641,52911016,52911538,52911776,52911947,52912944,52914243,",
TF,17,"133464976,133467255,133472438,133473338,133474206,133475125,133475674,133476612,133478018,133483025,133483718,133485121,133486872,133489351,133494276,133495892,133497429,","133465327,133467428,133472547,133473515,133474339,133475181,133475853,133476790,133478173,133483119,133483751,133485277,133487008,133489416,133494461,133496082,133497850,",
PTGS2,10,"186640943,186644380,186645029,186645598,186645964,186646780,186647392,186648189,186648453,186649370,","186643894,186644528,186645316,186645845,186646048,186646962,186647536,186648333,186648570,186649559,",
CCR3,3,"46283871,46303755,46306638,","46284029,46303834,46308197,",
PGM3,14,"83874592,83880023,83881655,83884092,83885680,83888391,83889528,83891454,83892563,83896726,83898332,83900527,83900905,83903541,","83879042,83880197,83881778,83884206,83885779,83888475,83889686,83891650,83892697,83896794,83898517,83900733,83901042,83903655,",
CAPN10,12,"241526132,241528759,241530231,241531349,241533322,241533959,241534440,241535735,241536097,241537304,241537768,241538067,","241526469,241528891,241530428,241531567,241533464,241534126,241534721,241535938,241536359,241537504,241537814,241538526,",
ESRRA,7,"64072999,64074639,64081422,64081710,64082212,64082472,64083178,","64073208,64074976,64081539,64081839,64082383,64082742,64084212,",
ERBB2,27,"37856230,37863242,37864573,37865570,37866065,37866338,37866592,37868180,37868574,37871538,37871698,37871992,37872553,37872767,37873572,37876039,37879571,37879790,37880164,37880978,37881301,37881579,37881959,37882814,37883067,37883547,37883941,","37856564,37863394,37864787,37865705,37866134,37866454,37866734,37868300,37868701,37871612,37871789,37872192,37872686,37872858,37873733,37876087,37879710,37879913,37880263,37881164,37881457,37881655,37882106,37882912,37883256,37883800,37884915,",
EPS8,21,"15773074,15776091,15777160,15784375,15793636,15794655,15800060,15803756,15807078,15811012,15811430,15813547,15814959,15818689,15819373,15822320,15822597,15823789,15834159,15835826,15942094,","15774364,15776221,15777341,15784598,15793780,15794764,15800194,15803940,15807227,15811087,15811519,15813674,15815033,15818826,15819456,15822470,15822759,15823857,15834236,15835906,15942510,",
FFAR1,1,"35842444,","35843367,",
NADK2,12,"36192690,36197642,36200328,36201207,36207271,36211945,36217849,36219697,36225643,36226576,36227578,36241600,","36195384,36197766,36200382,36201263,36207367,36212024,36217986,36219781,36225725,36226665,36227667,36241900,",
TRAF6,8,"36505316,36514100,36516525,36518657,36520039,36522769,36523268,36531597,","36512200,36514178,36516597,36518816,36520190,36523087,36523361,36531863,",
SIN3A,21,"75661719,75668005,75672969,75673953,75676604,75681992,75684582,75687020,75688598,75692380,75693070,75694192,75699395,75702176,75702474,75703832,75705103,75706545,75714987,75722527,75743763,","75664550,75668213,75673064,75674046,75676778,75682162,75685156,75687204,75688837,75692497,75693281,75694311,75699485,75702332,75702627,75704084,75705386,75706652,75715164,75722749,75744087,",
MAP3K6,29,"27681669,27682159,27682516,27682878,27683080,27683499,27683890,27684201,27684671,27684909,27685199,27685907,27686348,27686731,27687195,27687411,27687647,27687836,27688010,27688195,27688581,27689131,27689341,27689932,27690407,27690694,27691151,27691263,27692748,","27681960,27682236,27682590,27682991,27683240,27683605,27684067,27684367,27684810,27685102,27685357,27686013,27686485,27686859,27687329,27687499,27687743,27687886,27688118,27688358,27688741,27689244,27689512,27690039,27690576,27690885,27691175,27691403,27693357,",
DNAH14,84,"225117355,225140371,225142660,225147854,225152180,225155132,225156460,225161792,225190484,225195114,225211316,225226395,225230536,225231445,225231587,225237911,225239152,225266908,225268080,225270250,225273245,225284819,225288414,225305385,225305582,225306921,225328432,225332098,225333027,225334805,225339706,225340398,225341451,225347030,225355640,225372992,225380397,225391884,225393672,225394669,225418774,225428294,225438357,225440002,225445661,225446822,225451898,225452883,225454342,225458436,225459607,225460656,225477586,225488570,225490857,225492609,225495162,225495986,225506284,225510365,225511923,225512438,225519138,225520992,225524967,225525762,225528158,225533663,225534157,225539348,225541504,225546197,225548382,225552493,225555506,225562389,225564957,225567860,225569084,225576080,225577435,225579992,225586221,225586755,","225117537,225140481,225142800,225148004,225152311,225155285,225156576,225161855,225190629,225195246,225211567,225226525,225230816,225231491,225231685,225238078,225239497,225267250,225268450,225270441,225273491,225284941,225288586,225305490,225305701,225306996,225328723,225332330,225333081,225334951,225339775,225340585,225341528,225347187,225355730,225373127,225380613,225391975,225393881,225394922,225418853,225428524,225438405,225440119,225445820,225446955,225451963,225453071,225454471,225458568,225459775,225460827,225477784,225488732,225491049,225492791,225495271,225496112,225506379,225510525,225512055,225512534,225519279,225521208,225525198,225525884,225528403,225534082,225534356,225539585,225541590,225546354,225548593,225552596,225555734,225562579,225565138,225568024,225569281,225576193,225577575,225580153,225586368,225586996,",
CSH1,5,"61972267,61972832,61973090,61973434,61973861,","61972579,61972997,61973210,61973595,61974021,",
ARHGEF15,16,"8213555,8215308,8216239,8216818,8218223,8218383,8218731,8219072,8219336,8221704,8221887,8222067,8222324,8222629,8222816,8224159,","8213661,8215958,8216572,8216873,8218282,8218595,8218892,8219225,8219466,8221779,8221980,8222228,8222477,8222712,8222921,8225834,",
TRNT1,8,"3168599,3170697,3178943,3182193,3186267,3188113,3189133,3189589,","3168674,3170872,3179137,3182332,3186394,3188307,3189387,3190706,",
IL6R,10,"154377668,154401671,154402958,154406994,154407465,154408444,154420600,154422386,154426963,154437609,","154378190,154401920,154403082,154407176,154407632,154408586,154420647,154422456,154427057,154441926,",
SPTAN1,57,"131314836,131329016,131331050,131336953,131337477,131339101,131339407,131339630,131340388,131341915,131343200,131344060,131344757,131344972,131345355,131346066,131346560,131346999,131348026,131349884,131351087,131353755,131355261,131356453,131360678,131361241,131362358,131365821,131366604,131367312,131367574,131369882,131370130,131370408,131371152,131371400,131371929,131373992,131374387,131375659,131377910,131379918,131380265,131381149,131383436,131386606,131387381,131388047,131388669,131389664,131390203,131392599,131394405,131394709,131394850,131395086,131395487,","131314975,131329256,131331176,131337094,131337624,131339235,131339552,131339785,131340524,131342017,131343338,131344171,131344835,131345128,131345560,131346248,131346804,131347122,131348244,131349977,131351222,131353904,131355321,131356652,131360783,131361265,131362394,131365869,131366696,131367457,131367756,131369982,131370328,131370555,131371256,131371563,131371944,131374124,131374525,131375764,131378119,131380039,131380387,131381282,131383535,131386766,131387458,131388257,131388966,131389777,131390221,131392654,131394602,131394763,131394997,131395234,131395944,",
KIAA0196,29,"126036502,126040861,126044482,126049478,126051071,126052036,126056066,126056233,126056777,126059448,126061247,126062805,126067832,126068918,126069797,126071463,126071617,126073323,126075763,126079833,126085394,126087239,126088589,126090979,126093902,126094624,126095354,126095954,126103856,","126036915,126040949,126044636,126049575,126051201,126052140,126056146,126056336,126056940,126059573,126061427,126062907,126067913,126069059,126069908,126071539,126071784,126073436,126075893,126079961,126085566,126087353,126088742,126091172,126094003,126094709,126095500,126096264,126104061,",
TRPM6,39,"77337410,77343154,77347600,77353322,77354282,77354638,77357476,77359010,77362804,77365579,77367192,77370268,77376611,77376914,77386618,77390798,77397277,77397594,77400789,77403529,77407539,77411656,77415169,77416813,77418709,77422949,77425730,77427214,77431584,77431807,77435219,77436584,77442693,77448913,77454939,77457081,77470442,77473584,77502739,","77339662,77343261,77347652,77353528,77354365,77354925,77357542,77359061,77362830,77365638,77367284,77370389,77376724,77378050,77386751,77390992,77397392,77397769,77401041,77403658,77407686,77411809,77415398,77417091,77418802,77423090,77425784,77427349,77431685,77431880,77435343,77436753,77442865,77449038,77455153,77457259,77470481,77473664,77503010,",
CXCL16,6,"4636823,4637877,4638386,4641702,4642076,4642555,","4637774,4637947,4638803,4641785,4642215,4643223,",
OPN1MW,6,"153448084,153453258,153455542,153457178,153458898,153461420,","153448278,153453555,153455711,153457344,153459138,153462352,",
GAGE8,5,"49207159,49208263,49208816,49211737,49214303,","49207223,49208352,49208937,49211863,49214420,",
HTR6,3,"19991779,20005059,20005411,","19992960,20005218,20007459,",
HTR3A,9,"113845796,113848492,113849954,113851924,113853841,113856736,113857239,113857546,113860186,","113846114,113848644,113849999,113852034,113854011,113856897,113857450,113857768,113861034,",
CIRH1A,17,"69166498,69167360,69170598,69171703,69173727,69177080,69184439,69184715,69187486,69188295,69189773,69190986,69194258,69196985,69199243,69200977,69202723,","69166592,69167521,69170790,69171788,69173817,69177292,69184611,69184807,69187583,69188360,69189896,69191143,69194365,69197081,69199429,69201088,69202937,",
FAM222A,3,"110152186,110181905,110205816,","110152702,110182033,110208312,",
TMEM87B,19,"112812799,112817553,112821738,112824512,112832488,112834768,112838633,112838911,112843581,112847201,112849288,112854620,112854809,112856171,112858198,112863578,112865364,112870475,112873660,","112813333,112817614,112821830,112824644,112832539,112834859,112838695,112839095,112843681,112847295,112849360,112854729,112854868,112856275,112858272,112863652,112865417,112870506,112876895,",
ZNF721,3,"433772,466363,492844,","438221,466490,492960,",
AMZ1,7,"2719155,2739867,2742355,2748221,2748708,2749273,2751963,","2719305,2740389,2742523,2748350,2748878,2749450,2755070,",
CCBE1,11,"57098170,57105342,57106774,57106908,57115214,57122082,57133970,57136704,57147417,57363860,57364443,","57103373,57105378,57106810,57107048,57115335,57122183,57134123,57136839,57147470,57363941,57364644,",
OSBPL5,22,"3108345,3111075,3111787,3113661,3114096,3114756,3114975,3115466,3121387,3122832,3123412,3124468,3125422,3128492,3129000,3140776,3141650,3143226,3143577,3147702,3150242,3186445,","3109573,3111178,3111926,3113788,3114282,3114893,3115065,3115564,3121486,3122929,3123511,3124550,3125607,3128685,3129175,3140861,3141854,3143328,3143658,3147785,3150399,3186582,",
NR2F2,3,"96874110,96877304,96880576,","96875776,96877832,96883492,",
PSPC1,10,"20277008,20279801,20283681,20304378,20315704,20325410,20333462,20346381,20356525,20357056,","20277500,20279971,20283739,20304484,20315789,20325607,20333558,20346683,20356931,20357159,",
GLIS3,11,"3824127,3829309,3856008,3879426,3898690,3932359,3937027,4117767,4125733,4286037,4299420,","3828408,3829492,3856184,3879595,3898835,3932470,3937189,4118881,4125941,4286523,4300035,",
XRCC6,13,"42017166,42017993,42024121,42032116,42032519,42033611,42042899,42046726,42049532,42052906,42054255,42057334,42059625,","42017349,42018090,42024234,42032255,42032774,42033795,42043086,42046895,42049694,42053036,42054356,42057448,42060052,",
ARHGAP31,12,"119013219,119084162,119087218,119099750,119101138,119101930,119109631,119112313,119118045,119120668,119128342,119132702,","119013851,119084265,119087363,119099833,119101246,119102073,119109830,119112438,119118108,119121244,119128623,119138323,",
FCGR2A,7,"161475204,161475776,161476126,161479609,161480623,161483684,161487764,","161475342,161475797,161476381,161479864,161480746,161483722,161489360,",
C10orf2,5,"102747292,102749400,102750192,102750625,102752946,","102749210,102749641,102750300,102750767,102754158,",
HPSE2,12,"100216833,100242392,100249807,100374660,100380358,100401603,100453656,100481413,100503639,100903994,100992104,100995269,","100219496,100242539,100249953,100374775,100380465,100401697,100453704,100481585,100503813,100904156,100992262,100995632,",
CCDC90B,9,"82970134,82976906,82984689,82984835,82984993,82985681,82989768,82991183,82996915,","82973008,82977021,82984743,82984907,82985035,82985783,82989872,82991303,82997450,",
PRM2,2,"11369492,11369956,","11369794,11370337,",
PRM1,2,"11374692,11374983,","11374892,11375192,",
VARS,8,"3053031,3053293,3053639,3053814,3054179,3054408,3056253,3056968,","3053160,3053394,3053724,3053939,3054318,3054543,3056673,3057358,",
SALL1,3,"51169885,51172594,51185076,","51171459,51176056,51185183,",
VARS2,30,"2230186,2230660,2231011,2231210,2231601,2231836,2232007,2232735,2232962,2233552,2234684,2235615,2235946,2236190,2236525,2236922,2237087,2237446,2237782,2237973,2238307,2238563,2238755,2238961,2239210,2240211,2241131,2241401,2241737,2241966,","2230325,2230893,2231093,2231311,2231723,2231903,2232105,2232817,2233082,2233664,2234773,2235706,2236074,2236294,2236607,2236999,2237163,2237549,2237853,2238099,2238412,2238632,2238834,2239089,2239363,2240418,2241243,2241577,2241866,2242316,",
CYP21A2,11,"31973358,31973764,31974142,31974396,31974586,31974789,31975045,31975224,31975447,31975709,31975910,","31973667,31973854,31974289,31974498,31974688,31974876,31975223,31975247,31975626,31975813,31976712,",
COL4A6,45,"107398836,107402691,107403692,107404848,107406121,107407829,107408106,107408599,107412724,107413174,107413838,107414039,107414616,107415698,107417669,107418319,107418883,107420070,107421913,107422446,107423744,107424126,107430325,107431077,107431746,107433621,107434622,107435702,107436857,107437763,107438311,107439740,107446157,107447549,107448668,107448889,107449747,107453198,107454901,107457341,107462927,107464469,107553977,107681171,107682587,","107400490,107402978,107403884,107404965,107406268,107407928,107408268,107408716,107412850,107413246,107413946,107414147,107414691,107415762,107417851,107418445,107419027,107420241,107422075,107422668,107423852,107424198,107430509,107431257,107431907,107433726,107434763,107435810,107436927,107437817,107438356,107439809,107446211,107447642,107448710,107448925,107449810,107453234,107454970,107457458,107462972,107464604,107554058,107681223,107682727,",
METTL23,5,"74722911,74725771,74729059,74729374,74729602,","74723260,74725876,74729297,74729459,74729963,",
SRRM2,15,"2802329,2806334,2807472,2807781,2808470,2808985,2809140,2809352,2809569,2810301,2811561,2818997,2820352,2820604,2820858,","2802847,2806607,2807580,2807946,2808548,2809048,2809173,2809403,2809662,2810500,2818262,2819285,2820466,2820718,2821413,",
C14orf105,6,"57936017,57947312,57948276,57949782,57957706,57960210,","57938308,57947472,57948378,57949869,57957789,57960581,",
ASUN,17,"27058111,27059234,27064110,27066389,27066906,27067340,27068934,27070284,27070576,27075548,27077287,27078693,27081137,27081635,27087488,27089511,27090728,","27058469,27059370,27064250,27066620,27067061,27067511,27069113,27070374,27070666,27075633,27077416,27078784,27081218,27081838,27087563,27089747,27091254,",
FIGLA,5,"71004441,71004768,71012546,71014780,71017539,","71004514,71004803,71012771,71014933,71017775,",
FCRL6,10,"159772172,159776385,159777967,159778750,159779191,159779883,159783278,159784010,159785217,159785325,","159772245,159776406,159778234,159779035,159779473,159780006,159783344,159784082,159785249,159786047,",
INADL,43,"62208148,62228529,62228684,62231950,62234954,62237102,62240877,62253425,62257019,62261138,62262958,62267294,62271119,62274145,62288616,62293093,62299325,62321701,62327222,62329909,62340914,62349908,62365254,62366953,62374043,62380258,62393401,62455839,62483527,62503648,62516637,62545121,62550186,62574108,62579724,62582203,62582803,62586852,62588692,62593643,62594512,62613955,62626579,","62208227,62228586,62228851,62232145,62235094,62237298,62241006,62253644,62257119,62261230,62263100,62267441,62271196,62274202,62288751,62293255,62299457,62321911,62327339,62330305,62341038,62350080,62365326,62367131,62374154,62380336,62393501,62456036,62483619,62503721,62516730,62545239,62550320,62574192,62579918,62582351,62582890,62586967,62588730,62593766,62594617,62614062,62629591,",
TBX22,9,"79270254,79277766,79278558,79279561,79281101,79282202,79282754,79283489,79285996,","79270386,79277943,79278739,79279663,79281276,79282367,79282819,79283575,79287268,",
IKBKG,10,"153775561,153780202,153784379,153786746,153788621,153789902,153791024,153791773,153792173,153792533,","153775960,153780404,153784591,153786865,153788774,153789999,153791168,153791916,153792235,153793261,",
CAV3,2,"8775485,8787211,","8775676,8788451,",
DNMT3B,23,"31350190,31368123,31369158,31372563,31374307,31375035,31376659,31379406,31380431,31381341,31383214,31383455,31384595,31384992,31386265,31387049,31387958,31388640,31389083,31390190,31393143,31394014,31395567,","31350505,31368271,31369220,31372665,31374433,31375257,31376818,31379514,31380576,31381401,31383340,31383500,31384675,31385105,31386449,31387134,31388104,31388731,31389232,31390276,31393213,31394133,31397162,",
CRYGD,3,"208986330,208988835,208989188,","208986669,208989078,208989313,",
TAS2R16,1,"122634758,","122635754,",
RAB23,7,"57051790,57058639,57059567,57061247,57072425,57075023,57086116,","57055398,57058732,57059650,57061404,57072511,57075243,57086259,",
GRK4,16,"2965342,2986239,2990453,2993941,3005957,3009462,3011374,3015414,3021367,3024140,3029638,3030927,3037112,3039100,3040102,3042298,","2965849,2986335,2990566,2994019,3006061,3009555,3011438,3015555,3021558,3024178,3029728,3031136,3037250,3039238,3040240,3042474,",
OSGIN1,6,"83986826,83991244,83992864,83994173,83994585,83998666,","83986975,83991343,83993001,83994365,83994677,83999937,",
GNAL,12,"11689013,11752851,11753626,11753824,11824916,11862393,11864531,11867166,11868541,11872266,11876619,11880987,","11689938,11752924,11753681,11753944,11825014,11862448,11864605,11867225,11868662,11872397,11876687,11885683,",
PYY,7,"42030106,42030476,42030663,42031217,42035305,42043655,42081758,","42030348,42030557,42030851,42031343,42035396,42043900,42081837,",
PSPN,2,"6375304,6375712,","6375627,6375860,",
TRIM44,5,"35684299,35706806,35747471,35756973,35827907,","35685328,35706884,35747711,35756993,35832603,",
CHRNA9,5,"40337345,40337843,40339226,40350898,40355995,","40337548,40337989,40339381,40351431,40357234,",
GRINA,7,"145064225,145065367,145065859,145066045,145066412,145066632,145066859,","145064479,145065770,145065972,145066246,145066541,145066776,145067583,",
HYAL1,6,"50337319,50338418,50339487,50341218,50347089,50349694,","50338231,50338508,50340411,50341384,50347208,50349812,",
LCN10,6,"139632618,139634401,139635287,139635703,139636332,139637238,","139634005,139634500,139635395,139635813,139636472,139637411,",
FAM166A,7,"140138034,140138622,140139093,140139540,140139758,140140090,140142111,","140138240,140138740,140139188,140139670,140140009,140140305,140142244,",
